total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,195,3,City Hotel,0,5,2017,July,27,3,4,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,28,A,A,1,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2017-07-07
1,134,2,City Hotel,0,5,2017,July,31,1,31,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,29,A,A,0,No Deposit,87,40,0,Transient,67,1,1,Check-Out,2017-08-02
1,0,3,City Hotel,0,2,2015,October,42,2,12,1,1,0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,87,46,0,Transient,0,0,0,Check-Out,2015-10-15
2,95,1,City Hotel,0,1,2015,October,42,1,14,0,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,108,0,Transient,95,0,1,Check-Out,2015-10-15
1,65,1,City Hotel,0,23,2015,October,42,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-16
1,65,1,City Hotel,0,10,2015,October,43,0,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-19
1,65,1,City Hotel,0,10,2015,October,43,0,18,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-19
2,324,2,City Hotel,0,5,2015,October,42,1,17,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,110,0,Transient,162,0,0,Check-Out,2015-10-19
2,369,3,City Hotel,1,3,2015,October,43,2,19,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,123,0,0,Canceled,2015-10-19
1,130,2,City Hotel,0,3,2015,October,43,0,18,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-20
1,65,1,City Hotel,0,5,2015,November,46,0,8,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-09
1,130,2,City Hotel,0,3,2015,October,43,0,18,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-20
1,65,1,City Hotel,0,3,2015,October,43,0,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-20
1,65,1,City Hotel,0,4,2015,November,46,0,9,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-10
1,65,1,City Hotel,0,5,2015,November,48,0,23,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-24
1,195,3,City Hotel,0,1,2015,December,53,1,27,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-12-30
1,66,1,City Hotel,0,4,2016,January,2,0,4,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,87,40,0,Transient,66,0,0,Check-Out,2016-01-05
1,66,1,City Hotel,0,3,2016,January,3,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,87,40,0,Transient,66,0,0,Check-Out,2016-01-12
1,66,1,City Hotel,0,1,2016,January,3,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,87,40,0,Transient,66,0,0,Check-Out,2016-01-13
1,66,1,City Hotel,0,3,2016,January,4,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,87,40,0,Transient,66,0,0,Check-Out,2016-01-23
1,66,1,City Hotel,0,1,2016,January,5,1,26,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,87,40,0,Transient,66,0,0,Check-Out,2016-01-27
1,130,2,City Hotel,0,4,2016,February,8,1,15,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,9,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-02-17
1,65,1,City Hotel,0,0,2016,February,10,0,29,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,10,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-03-01
1,65,1,City Hotel,0,1,2016,March,10,1,2,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-03-03
1,65,1,City Hotel,0,0,2016,March,12,0,14,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-03-15
1,65,1,City Hotel,0,0,2016,March,13,0,21,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,13,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-03-22
1,65,1,City Hotel,0,3,2016,April,16,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-04-12
1,65,1,City Hotel,1,0,2016,April,18,0,25,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Canceled,2016-04-25
1,130,2,City Hotel,0,10,2016,July,28,1,4,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,15,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-07-06
1,65,1,City Hotel,0,5,2017,June,23,0,5,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,16,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2017-06-06
3,0,1,City Hotel,1,37,2015,October,44,1,31,0,2,0,1,BB,PRT,Complementary,Direct,0,1,0,A,A,0,No Deposit,87,45,0,Transient,0,0,2,Canceled,2015-10-20
2,0,1,City Hotel,1,4,2015,December,49,1,5,0,2,0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,No Deposit,87,45,0,Transient,0,0,2,Canceled,2015-12-04
1,0,1,City Hotel,0,2,2016,January,5,1,27,0,1,0,0,BB,PRT,Complementary,Direct,1,2,0,A,F,0,No Deposit,87,45,0,Transient-Party,0,0,3,Check-Out,2016-01-28
1,0,1,City Hotel,0,0,2016,March,10,1,3,0,1,0,0,BB,PRT,Complementary,Direct,1,2,1,D,E,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2016-03-04
1,0,1,City Hotel,0,1,2016,May,19,1,5,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,2,D,A,0,No Deposit,87,45,0,Transient,0,0,3,Check-Out,2016-05-06
2,0,1,City Hotel,0,3,2016,May,22,0,22,1,2,0,0,BB,PRT,Complementary,Corporate,1,2,3,A,F,0,No Deposit,87,45,0,Transient,0,0,3,Check-Out,2016-05-23
1,0,1,City Hotel,0,0,2016,May,22,1,25,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,87,45,0,Transient,0,0,3,Check-Out,2016-05-26
1,0,1,City Hotel,0,3,2016,June,27,0,27,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,5,A,A,0,No Deposit,87,45,0,Transient,0,0,3,Check-Out,2016-06-28
1,0,3,City Hotel,0,2,2016,July,29,2,11,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,6,A,A,0,No Deposit,87,45,0,Transient,0,0,1,Check-Out,2016-07-14
1,0,1,City Hotel,0,2,2016,October,41,1,6,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,7,A,G,0,No Deposit,87,45,0,Transient,0,0,3,Check-Out,2016-10-07
1,0,1,City Hotel,0,5,2016,December,50,0,5,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,8,A,A,0,No Deposit,87,45,0,Transient,0,1,1,Check-Out,2016-12-06
1,0,1,City Hotel,0,5,2017,March,11,1,15,0,1,0,0,BB,PRT,Complementary,Corporate,1,2,9,A,A,0,No Deposit,87,45,0,Transient,0,0,1,Check-Out,2017-03-16
1,0,1,City Hotel,0,6,2017,June,23,0,5,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,10,A,F,0,No Deposit,87,45,0,Transient,0,0,1,Check-Out,2017-06-06
1,90,1,City Hotel,0,4,2015,October,43,0,19,1,1,0,0,BB,FIN,Online TA,Corporate,0,0,0,A,D,0,No Deposit,87,47,0,Transient,90,0,0,Check-Out,2015-10-20
2,12,1,City Hotel,0,4,2015,October,43,0,19,1,2,0,0,BB,RUS,Online TA,Corporate,0,0,0,A,D,0,No Deposit,87,47,0,Transient,12,0,0,Check-Out,2015-10-20
1,140,1,City Hotel,1,0,2015,October,43,1,20,0,1,0,0,BB,PRT,Online TA,Corporate,1,0,0,A,B,1,No Deposit,87,120,0,Transient,140,0,0,Canceled,2015-10-20
1,130,2,City Hotel,0,13,2015,October,43,1,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-21
1,65,1,City Hotel,0,3,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-06
1,195,3,City Hotel,0,4,2015,October,43,1,18,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-21
1,195,3,City Hotel,0,4,2015,October,43,1,18,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-21
1,190,2,City Hotel,0,4,2015,October,43,1,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,116,0,Transient,95,0,0,Check-Out,2015-10-21
2,284,2,City Hotel,0,3,2015,October,43,1,19,1,2,0,0,BB,KOR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,142,0,0,Check-Out,2015-10-21
2,180,2,City Hotel,0,5,2015,October,43,1,19,1,2,0,0,BB,CZE,Corporate,Corporate,0,0,0,F,F,0,No Deposit,87,115,0,Transient,90,0,0,Check-Out,2015-10-21
1,160,2,City Hotel,0,5,2015,October,43,1,19,1,1,0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,0,No Deposit,87,115,0,Transient,80,0,0,Check-Out,2015-10-21
1,160,2,City Hotel,0,5,2015,October,43,1,19,1,1,0,0,BB,CZE,Corporate,Direct,0,0,0,A,A,0,No Deposit,87,115,0,Transient,80,0,0,Check-Out,2015-10-21
1,123,1,City Hotel,0,0,2015,October,43,1,20,0,1,0,0,BB,CZE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,81,0,Transient,123,0,0,Check-Out,2015-10-21
2,369,3,City Hotel,0,2,2015,October,43,1,18,2,2,0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient-Party,123,0,0,Check-Out,2015-10-21
1,130,1,City Hotel,0,12,2015,October,43,1,20,0,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,105,0,Transient,130,0,0,Check-Out,2015-10-21
2,369,3,City Hotel,0,2,2015,October,43,1,18,2,2,0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient-Party,123,0,0,Check-Out,2015-10-21
1,130,2,City Hotel,0,13,2015,October,43,1,19,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-21
1,65,1,City Hotel,0,26,2015,October,43,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-22
1,201,3,City Hotel,0,1,2016,March,14,3,30,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,67,0,0,Check-Out,2016-04-02
1,65,1,City Hotel,0,26,2015,October,43,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,FIN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,260,2,City Hotel,0,12,2015,October,43,2,20,0,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,105,0,Transient-Party,130,0,0,Check-Out,2015-10-22
1,396,3,City Hotel,0,3,2015,October,43,2,19,1,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,132,0,0,Check-Out,2015-10-22
2,369,3,City Hotel,0,3,2015,October,43,2,19,1,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,123,0,0,Check-Out,2015-10-22
2,369,3,City Hotel,0,3,2015,October,43,2,19,1,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,123,0,0,Check-Out,2015-10-22
1,0,0,City Hotel,0,1,2015,October,43,0,22,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,D,A,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2015-10-22
1,0,1,City Hotel,0,2,2016,January,5,1,27,0,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,G,0,No Deposit,87,45,0,Transient-Party,0,0,0,Check-Out,2016-01-28
1,0,1,City Hotel,0,0,2016,June,24,1,7,0,1,0,0,BB,PRT,Complementary,Direct,1,0,2,D,D,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2016-06-08
3,0,1,City Hotel,0,3,2016,July,27,1,2,0,2,1,0,BB,PRT,Complementary,Direct,1,0,3,B,B,0,No Deposit,87,45,0,Transient,0,0,1,Check-Out,2016-07-03
2,0,1,City Hotel,0,3,2016,July,27,1,2,0,2,0,0,BB,PRT,Complementary,Direct,1,0,3,B,B,0,No Deposit,87,45,0,Transient,0,0,2,Check-Out,2016-07-03
2,0,1,City Hotel,0,9,2016,July,28,1,8,0,2,0,0,BB,PRT,Complementary,Direct,1,0,5,D,E,0,No Deposit,87,45,0,Transient,0,0,2,Check-Out,2016-07-09
1,1805,19,City Hotel,0,5,2015,October,41,13,4,6,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,93,0,Transient,95,0,1,Check-Out,2015-10-23
1,65,1,City Hotel,0,7,2015,October,43,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-23
1,436,4,City Hotel,0,13,2015,October,43,3,19,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,101,0,Transient,109,0,0,Check-Out,2015-10-23
2,369,3,City Hotel,0,0,2015,October,43,3,20,0,2,0,0,BB,DNK,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,81,0,Transient,123,0,0,Check-Out,2015-10-23
1,67,1,City Hotel,0,3,2016,May,20,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,87,40,0,Transient-Party,67,1,2,Check-Out,2016-05-13
1,67,1,City Hotel,0,3,2017,May,19,1,13,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,87,40,0,Transient,67,1,2,Check-Out,2017-05-14
1,65,1,City Hotel,0,0,2015,October,44,0,26,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Group,65,0,0,Check-Out,2015-10-27
2,150,2,City Hotel,0,0,2016,November,46,1,7,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2016-11-09
1,195,3,City Hotel,0,34,2015,October,44,1,25,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-28
2,114,1,City Hotel,0,7,2015,October,44,1,27,0,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,93,0,Transient,114,0,0,Check-Out,2015-10-28
1,195,3,City Hotel,0,34,2015,October,44,1,25,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-28
1,65,1,City Hotel,0,5,2015,October,44,1,27,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-28
1,36,1,Resort Hotel,0,20,2015,December,49,1,3,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,72,2,Resort Hotel,0,19,2015,December,49,2,2,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,168,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,2,No Deposit,87,343,0,Transient-Party,42,1,0,Check-Out,2015-12-04
1,108,3,Resort Hotel,0,11,2015,December,49,3,1,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,72,2,Resort Hotel,0,19,2015,December,49,2,2,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,78,2,Resort Hotel,0,19,2015,December,49,2,2,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,39,1,0,Check-Out,2015-12-04
1,168,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,42,1,0,Check-Out,2015-12-04
1,72,2,Resort Hotel,0,19,2015,December,49,2,2,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,72,2,Resort Hotel,0,19,2015,December,49,2,2,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,168,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,42,1,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,144,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,168,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,343,0,Transient-Party,42,1,0,Check-Out,2015-12-04
1,29.78,1,Resort Hotel,0,1,2015,December,49,1,3,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,349,0,Transient,29.78,0,0,Check-Out,2015-12-04
1,168,4,Resort Hotel,0,17,2015,November,49,3,30,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,42,1,0,Check-Out,2015-12-04
1,36,1,Resort Hotel,0,20,2015,December,49,1,3,0,1,0,0,BB,DEU,Groups,Corporate,0,0,0,A,D,0,No Deposit,87,343,0,Transient-Party,36,0,0,Check-Out,2015-12-04
1,25,1,Resort Hotel,0,1,2015,December,49,1,3,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,25,0,0,Check-Out,2015-12-04
1,35,1,Resort Hotel,0,1,2015,December,50,1,8,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,289,0,Transient,35,0,0,Check-Out,2015-12-09
1,30,1,Resort Hotel,0,2,2016,March,10,1,3,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,289,0,Transient,30,0,0,Check-Out,2016-03-04
1,76,2,Resort Hotel,0,3,2015,December,50,1,7,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,351,0,Transient,38,0,0,Check-Out,2015-12-09
1,25,1,Resort Hotel,0,7,2015,December,50,1,9,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,154,0,Transient,25,0,0,Check-Out,2015-12-10
1,39,1,Resort Hotel,0,1,2016,April,18,1,27,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,87,154,0,Transient,39,0,0,Check-Out,2016-04-28
1,115,1,Resort Hotel,0,1,2016,July,30,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,154,0,Transient,115,0,0,Check-Out,2016-07-20
1,27,1,Resort Hotel,0,4,2016,December,50,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,1,No Deposit,87,154,0,Transient,27,0,0,Check-Out,2016-12-07
1,25,1,Resort Hotel,0,8,2015,December,50,1,9,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,154,0,Transient,25,0,0,Check-Out,2015-12-10
1,25,1,Resort Hotel,0,9,2015,December,50,1,9,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,25,0,0,Check-Out,2015-12-10
1,78,2,Resort Hotel,0,10,2016,April,17,1,18,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,154,0,Transient,39,0,0,Check-Out,2016-04-20
1,35,1,Resort Hotel,0,0,2015,December,50,1,9,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,118,0,Transient,35,0,0,Check-Out,2015-12-10
1,0,0,Resort Hotel,0,1,2015,December,50,0,11,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No Deposit,87,154,0,Transient,0,0,0,Check-Out,2015-12-11
1,25,1,Resort Hotel,0,0,2015,December,50,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,144,0,Transient,25,0,0,Check-Out,2015-12-11
1,0,1,Resort Hotel,0,1,2016,January,3,1,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,E,G,0,No Deposit,87,144,0,Transient,0,1,0,Check-Out,2016-01-15
2,150,3,Resort Hotel,0,9,2016,May,19,2,6,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,E,F,0,No Deposit,87,144,0,Transient,50,1,1,Check-Out,2016-05-09
1,25,1,Resort Hotel,0,0,2015,December,50,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,144,0,Transient,25,0,0,Check-Out,2015-12-11
1,30,1,Resort Hotel,0,1,2016,January,3,1,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,I,0,No Deposit,87,144,0,Transient-Party,30,1,0,Check-Out,2016-01-15
1,192,4,Resort Hotel,0,0,2015,December,50,4,8,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,87,240,0,Transient,48,0,0,Check-Out,2015-12-12
1,0,0,Resort Hotel,0,0,2015,December,51,0,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,0,D,D,0,No Deposit,87,195,0,Transient,0,0,0,Check-Out,2015-12-14
1,38,1,Resort Hotel,1,2,2015,December,51,1,17,0,1,0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,No Deposit,87,356,0,Transient,38,0,0,Canceled,2015-12-15
1,35,1,Resort Hotel,0,0,2015,December,51,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,355,0,Transient,35,0,0,Check-Out,2015-12-16
1,0,0,Resort Hotel,0,1,2016,January,3,0,13,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,355,0,Transient,0,0,0,Check-Out,2016-01-13
2,50,1,Resort Hotel,0,0,2016,March,14,1,30,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,355,0,Transient,50,0,0,Check-Out,2016-03-31
